"","X","ID","Age.3","Stimuli","Trial","Gender","Condition","Answer"
"444",144,45,"5-6 group","A",NA,"Female","Action Possible",1
"445",145,45,"5-6 group","A",1,"Female","No Evidence",0
"446",146,45,"5-6 group","A",2,"Female","No Evidence",1
"447",147,45,"5-6 group","A",3,"Female","Strong Evidence",0
"448",148,45,"5-6 group","A",4,"Female","Strong Evidence",0
"449",149,45,"5-6 group","A",5,"Female","Counter Evidence",1
"450",150,45,"5-6 group","A",6,"Female","Counter Evidence",1
"451",661,46,"7-8 group","B",NA,"Male","Action Possible",1
"452",662,46,"7-8 group","B",NA,"Male","Action Impossible",0
"453",663,46,"7-8 group","B",NA,"Male","Action Impossible",0
"454",664,46,"7-8 group","B",NA,"Male","Action Possible",1
"455",665,46,"7-8 group","B",1,"Male","No Evidence",1
"456",666,46,"7-8 group","B",2,"Male","No Evidence",1
"457",667,46,"7-8 group","B",3,"Male","Strong Evidence",0
"458",668,46,"7-8 group","B",4,"Male","Strong Evidence",0
"459",669,46,"7-8 group","B",5,"Male","Counter Evidence",1
"460",670,46,"7-8 group","B",6,"Male","Counter Evidence",1
"461",391,47,"5-6 group","C",NA,"Male","Action Possible",1
"462",392,47,"5-6 group","C",NA,"Male","Action Impossible",0
"463",393,47,"5-6 group","C",NA,"Male","Action Impossible",0
"464",394,47,"5-6 group","C",NA,"Male","Action Possible",1
"465",395,47,"5-6 group","C",1,"Male","No Evidence",1
"466",396,47,"5-6 group","C",2,"Male","No Evidence",1
"467",397,47,"5-6 group","C",3,"Male","Strong Evidence",0
"468",398,47,"5-6 group","C",4,"Male","Strong Evidence",0
"469",399,47,"5-6 group","C",5,"Male","Counter Evidence",1
"470",400,47,"5-6 group","C",6,"Male","Counter Evidence",1
"471",221,48,"5-6 group","A",NA,"Male","Action Possible",1
"472",222,48,"5-6 group","A",NA,"Male","Action Impossible",0
"473",223,48,"5-6 group","A",NA,"Male","Action Impossible",0
"474",224,48,"5-6 group","A",NA,"Male","Action Possible",1
"475",225,48,"5-6 group","A",1,"Male","No Evidence",1
"476",226,48,"5-6 group","A",2,"Male","No Evidence",0
"477",227,48,"5-6 group","A",3,"Male","Strong Evidence",1
"478",228,48,"5-6 group","A",4,"Male","Strong Evidence",0
"479",229,48,"5-6 group","A",5,"Male","Counter Evidence",1
"480",230,48,"5-6 group","A",6,"Male","Counter Evidence",1
"481",131,49,"7-8 group","C",NA,"Female","Action Possible",1
"482",132,49,"7-8 group","C",NA,"Female","Action Impossible",0
"483",133,49,"7-8 group","C",NA,"Female","Action Impossible",0
"484",134,49,"7-8 group","C",NA,"Female","Action Possible",1
"485",135,49,"7-8 group","C",1,"Female","No Evidence",1
"486",136,49,"7-8 group","C",2,"Female","No Evidence",1
"487",137,49,"7-8 group","C",3,"Female","Strong Evidence",0
"488",138,49,"7-8 group","C",4,"Female","Strong Evidence",0
"489",139,49,"7-8 group","C",5,"Female","Counter Evidence",1
"490",140,49,"7-8 group","C",6,"Female","Counter Evidence",1
"491",231,50,"7-8 group","A",NA,"Male","Action Possible",1
"492",232,50,"7-8 group","A",NA,"Male","Action Impossible",0
"493",233,50,"7-8 group","A",NA,"Male","Action Impossible",0
"494",234,50,"7-8 group","A",NA,"Male","Action Possible",1
"495",235,50,"7-8 group","A",1,"Male","No Evidence",1
"496",236,50,"7-8 group","A",2,"Male","No Evidence",1
"497",237,50,"7-8 group","A",3,"Male","Strong Evidence",0
"498",238,50,"7-8 group","A",4,"Male","Strong Evidence",0
"499",239,50,"7-8 group","A",5,"Male","Counter Evidence",1
"500",240,50,"7-8 group","A",6,"Male","Counter Evidence",1
"501",621,51,"5-6 group","C",NA,"Female","Action Possible",1
"502",622,51,"5-6 group","C",NA,"Female","Action Impossible",0
"503",623,51,"5-6 group","C",NA,"Female","Action Impossible",0
"504",624,51,"5-6 group","C",NA,"Female","Action Possible",0
"505",625,51,"5-6 group","C",1,"Female","No Evidence",1
"506",626,51,"5-6 group","C",2,"Female","No Evidence",1
"507",627,51,"5-6 group","C",3,"Female","Strong Evidence",0
"508",628,51,"5-6 group","C",4,"Female","Strong Evidence",0
"509",629,51,"5-6 group","C",5,"Female","Counter Evidence",1
"510",630,51,"5-6 group","C",6,"Female","Counter Evidence",1
"511",511,52,"5-6 group","B",NA,"Female","Action Possible",1
"512",512,52,"5-6 group","B",NA,"Female","Action Impossible",0
"513",513,52,"5-6 group","B",NA,"Female","Action Impossible",0
"514",514,52,"5-6 group","B",NA,"Female","Action Possible",1
"515",515,52,"5-6 group","B",1,"Female","No Evidence",1
"516",516,52,"5-6 group","B",2,"Female","No Evidence",1
"517",517,52,"5-6 group","B",3,"Female","Strong Evidence",1
"518",518,52,"5-6 group","B",4,"Female","Strong Evidence",0
"519",519,52,"5-6 group","B",5,"Female","Counter Evidence",1
"520",520,52,"5-6 group","B",6,"Female","Counter Evidence",1
"521",631,53,"5-6 group","C",NA,"Male","Action Possible",1
"522",632,53,"5-6 group","C",NA,"Male","Action Impossible",0
"523",633,53,"5-6 group","C",NA,"Male","Action Impossible",0
"524",634,53,"5-6 group","C",NA,"Male","Action Possible",1
"525",635,53,"5-6 group","C",1,"Male","No Evidence",1
"526",636,53,"5-6 group","C",2,"Male","No Evidence",1
"527",637,53,"5-6 group","C",3,"Male","Strong Evidence",1
"528",638,53,"5-6 group","C",4,"Male","Strong Evidence",1
"529",639,53,"5-6 group","C",5,"Male","Counter Evidence",1
"530",640,53,"5-6 group","C",6,"Male","Counter Evidence",1
"531",721,54,"7-8 group","C",NA,"Male","Action Possible",1
"532",722,54,"7-8 group","C",NA,"Male","Action Impossible",0
"533",723,54,"7-8 group","C",NA,"Male","Action Impossible",0
"534",724,54,"7-8 group","C",NA,"Male","Action Possible",1
"535",725,54,"7-8 group","C",1,"Male","No Evidence",1
"536",726,54,"7-8 group","C",2,"Male","No Evidence",1
"537",727,54,"7-8 group","C",3,"Male","Strong Evidence",1
"538",728,54,"7-8 group","C",4,"Male","Strong Evidence",1
"539",729,54,"7-8 group","C",5,"Male","Counter Evidence",1
"540",730,54,"7-8 group","C",6,"Male","Counter Evidence",1
"541",41,55,"7-8 group","C",NA,"Female","Action Possible",1
"542",42,55,"7-8 group","C",NA,"Female","Action Impossible",0
"543",43,55,"7-8 group","C",NA,"Female","Action Impossible",0
"544",44,55,"7-8 group","C",NA,"Female","Action Possible",1
"545",45,55,"7-8 group","C",1,"Female","No Evidence",1
"546",46,55,"7-8 group","C",2,"Female","No Evidence",1
"547",47,55,"7-8 group","C",3,"Female","Strong Evidence",1
"548",48,55,"7-8 group","C",4,"Female","Strong Evidence",0
"549",49,55,"7-8 group","C",5,"Female","Counter Evidence",1
"550",50,55,"7-8 group","C",6,"Female","Counter Evidence",1
"551",181,56,"7-8 group","A",NA,"Male","Action Possible",1
"552",182,56,"7-8 group","A",NA,"Male","Action Impossible",0
"553",183,56,"7-8 group","A",NA,"Male","Action Impossible",0
"554",184,56,"7-8 group","A",NA,"Male","Action Possible",1
"555",185,56,"7-8 group","A",1,"Male","No Evidence",1
"556",186,56,"7-8 group","A",2,"Male","No Evidence",1
"557",187,56,"7-8 group","A",3,"Male","Strong Evidence",1
"558",188,56,"7-8 group","A",4,"Male","Strong Evidence",0
"559",189,56,"7-8 group","A",5,"Male","Counter Evidence",1
"560",190,56,"7-8 group","A",6,"Male","Counter Evidence",1
"561",171,57,"7-8 group","A",NA,"Male","Action Possible",1
"562",172,57,"7-8 group","A",NA,"Male","Action Impossible",0
"563",173,57,"7-8 group","A",NA,"Male","Action Impossible",0
"564",174,57,"7-8 group","A",NA,"Male","Action Possible",1
"565",175,57,"7-8 group","A",1,"Male","No Evidence",1
"566",176,57,"7-8 group","A",2,"Male","No Evidence",1
"567",177,57,"7-8 group","A",3,"Male","Strong Evidence",1
"568",178,57,"7-8 group","A",4,"Male","Strong Evidence",1
"569",179,57,"7-8 group","A",5,"Male","Counter Evidence",1
"570",180,57,"7-8 group","A",6,"Male","Counter Evidence",1
"571",161,58,"5-6 group","A",NA,"Female","Action Possible",1
"572",162,58,"5-6 group","A",NA,"Female","Action Impossible",0
"573",163,58,"5-6 group","A",NA,"Female","Action Impossible",0
"574",164,58,"5-6 group","A",NA,"Female","Action Possible",1
"575",165,58,"5-6 group","A",1,"Female","No Evidence",1
"576",166,58,"5-6 group","A",2,"Female","No Evidence",1
"577",167,58,"5-6 group","A",3,"Female","Strong Evidence",1
"578",168,58,"5-6 group","A",4,"Female","Strong Evidence",0
"579",169,58,"5-6 group","A",5,"Female","Counter Evidence",1
"580",170,58,"5-6 group","A",6,"Female","Counter Evidence",1
"581",151,59,"5-6 group","A",NA,"Male","Action Possible",1
"582",152,59,"5-6 group","A",NA,"Male","Action Impossible",0
"583",153,59,"5-6 group","A",NA,"Male","Action Impossible",0
"584",154,59,"5-6 group","A",NA,"Male","Action Possible",1
"585",155,59,"5-6 group","A",1,"Male","No Evidence",1
"586",156,59,"5-6 group","A",2,"Male","No Evidence",0
"587",157,59,"5-6 group","A",3,"Male","Strong Evidence",0
"588",158,59,"5-6 group","A",4,"Male","Strong Evidence",0
"589",159,59,"5-6 group","A",5,"Male","Counter Evidence",1
"590",160,59,"5-6 group","A",6,"Male","Counter Evidence",1
"591",451,60,"5-6 group","C",NA,"Male","Action Possible",1
"592",452,60,"5-6 group","C",NA,"Male","Action Impossible",1
"593",453,60,"5-6 group","C",NA,"Male","Action Impossible",0
"594",454,60,"5-6 group","C",NA,"Male","Action Possible",1
"595",455,60,"5-6 group","C",1,"Male","No Evidence",0
"596",456,60,"5-6 group","C",2,"Male","No Evidence",1
"597",457,60,"5-6 group","C",3,"Male","Strong Evidence",1
"598",458,60,"5-6 group","C",4,"Male","Strong Evidence",1
"599",459,60,"5-6 group","C",5,"Male","Counter Evidence",1
"600",460,60,"5-6 group","C",6,"Male","Counter Evidence",1
"601",331,61,"7-8 group","A",NA,"Female","Action Possible",1
"602",332,61,"7-8 group","A",NA,"Female","Action Impossible",0
"603",333,61,"7-8 group","A",NA,"Female","Action Impossible",0
"604",334,61,"7-8 group","A",NA,"Female","Action Possible",1
"605",335,61,"7-8 group","A",1,"Female","No Evidence",1
"606",336,61,"7-8 group","A",2,"Female","No Evidence",1
"607",337,61,"7-8 group","A",3,"Female","Strong Evidence",0
"608",338,61,"7-8 group","A",4,"Female","Strong Evidence",0
"609",339,61,"7-8 group","A",5,"Female","Counter Evidence",1
"610",340,61,"7-8 group","A",6,"Female","Counter Evidence",1
"611",521,62,"7-8 group","C",NA,"Male","Action Possible",1
"612",522,62,"7-8 group","C",NA,"Male","Action Impossible",0
"613",523,62,"7-8 group","C",NA,"Male","Action Impossible",0
"614",524,62,"7-8 group","C",NA,"Male","Action Possible",1
"615",525,62,"7-8 group","C",1,"Male","No Evidence",1
"616",526,62,"7-8 group","C",2,"Male","No Evidence",1
"617",527,62,"7-8 group","C",3,"Male","Strong Evidence",1
"618",528,62,"7-8 group","C",4,"Male","Strong Evidence",0
"619",529,62,"7-8 group","C",5,"Male","Counter Evidence",1
"620",530,62,"7-8 group","C",6,"Male","Counter Evidence",1
"621",701,63,"5-6 group","C",NA,"Male","Action Possible",1
"622",702,63,"5-6 group","C",NA,"Male","Action Impossible",0
"623",703,63,"5-6 group","C",NA,"Male","Action Impossible",0
"624",704,63,"5-6 group","C",NA,"Male","Action Possible",1
"625",705,63,"5-6 group","C",1,"Male","No Evidence",1
"626",706,63,"5-6 group","C",2,"Male","No Evidence",1
"627",707,63,"5-6 group","C",3,"Male","Strong Evidence",1
"628",708,63,"5-6 group","C",4,"Male","Strong Evidence",1
"629",709,63,"5-6 group","C",5,"Male","Counter Evidence",1
"630",710,63,"5-6 group","C",6,"Male","Counter Evidence",1
"631",441,64,"7-8 group","A",NA,"Female","Action Possible",1
"632",442,64,"7-8 group","A",NA,"Female","Action Impossible",0
"633",443,64,"7-8 group","A",NA,"Female","Action Impossible",0
"634",444,64,"7-8 group","A",NA,"Female","Action Possible",1
"635",445,64,"7-8 group","A",1,"Female","No Evidence",1
"636",446,64,"7-8 group","A",2,"Female","No Evidence",1
"637",447,64,"7-8 group","A",3,"Female","Strong Evidence",0
"638",448,64,"7-8 group","A",4,"Female","Strong Evidence",0
"639",449,64,"7-8 group","A",5,"Female","Counter Evidence",1
"640",450,64,"7-8 group","A",6,"Female","Counter Evidence",1
"641",271,65,"7-8 group","C",NA,"Male","Action Possible",1
"642",272,65,"7-8 group","C",NA,"Male","Action Impossible",0
"643",273,65,"7-8 group","C",NA,"Male","Action Impossible",0
"644",274,65,"7-8 group","C",NA,"Male","Action Possible",1
"645",275,65,"7-8 group","C",1,"Male","No Evidence",1
"646",276,65,"7-8 group","C",2,"Male","No Evidence",1
"647",277,65,"7-8 group","C",3,"Male","Strong Evidence",0
"648",278,65,"7-8 group","C",4,"Male","Strong Evidence",0
"649",279,65,"7-8 group","C",5,"Male","Counter Evidence",1
"650",280,65,"7-8 group","C",6,"Male","Counter Evidence",1
"651",401,66,"5-6 group","B",NA,"Male","Action Possible",1
"652",402,66,"5-6 group","B",NA,"Male","Action Impossible",0
"653",403,66,"5-6 group","B",NA,"Male","Action Impossible",0
"654",404,66,"5-6 group","B",NA,"Male","Action Possible",1
"655",405,66,"5-6 group","B",1,"Male","No Evidence",1
"656",406,66,"5-6 group","B",2,"Male","No Evidence",1
"657",407,66,"5-6 group","B",3,"Male","Strong Evidence",1
"658",408,66,"5-6 group","B",4,"Male","Strong Evidence",1
"659",409,66,"5-6 group","B",5,"Male","Counter Evidence",1
"660",410,66,"5-6 group","B",6,"Male","Counter Evidence",1
"661",21,67,"5-6 group","A",NA,"Female","Action Possible",1
"662",22,67,"5-6 group","A",NA,"Female","Action Impossible",0
"663",23,67,"5-6 group","A",NA,"Female","Action Impossible",0
"664",24,67,"5-6 group","A",NA,"Female","Action Possible",1
"665",25,67,"5-6 group","A",1,"Female","No Evidence",1
"666",26,67,"5-6 group","A",2,"Female","No Evidence",1
"667",27,67,"5-6 group","A",3,"Female","Strong Evidence",0
"668",28,67,"5-6 group","A",4,"Female","Strong Evidence",0
"669",29,67,"5-6 group","A",5,"Female","Counter Evidence",1
"670",30,67,"5-6 group","A",6,"Female","Counter Evidence",1
"671",81,68,"5-6 group","B",NA,"Female","Action Possible",1
"672",82,68,"5-6 group","B",NA,"Female","Action Impossible",0
"673",83,68,"5-6 group","B",NA,"Female","Action Impossible",0
"674",84,68,"5-6 group","B",NA,"Female","Action Possible",1
"675",85,68,"5-6 group","B",1,"Female","No Evidence",1
"676",86,68,"5-6 group","B",2,"Female","No Evidence",1
"677",87,68,"5-6 group","B",3,"Female","Strong Evidence",0
"678",88,68,"5-6 group","B",4,"Female","Strong Evidence",1
"679",89,68,"5-6 group","B",5,"Female","Counter Evidence",1
"680",90,68,"5-6 group","B",6,"Female","Counter Evidence",1
"681",361,69,"5-6 group","C",NA,"Female","Action Possible",1
"682",362,69,"5-6 group","C",NA,"Female","Action Impossible",1
"683",363,69,"5-6 group","C",NA,"Female","Action Impossible",0
"684",364,69,"5-6 group","C",NA,"Female","Action Possible",1
"685",365,69,"5-6 group","C",1,"Female","No Evidence",1
"686",366,69,"5-6 group","C",2,"Female","No Evidence",1
"687",367,69,"5-6 group","C",3,"Female","Strong Evidence",0
"688",368,69,"5-6 group","C",4,"Female","Strong Evidence",0
"689",369,69,"5-6 group","C",5,"Female","Counter Evidence",1
"690",370,69,"5-6 group","C",6,"Female","Counter Evidence",1
"691",571,70,"5-6 group","C",NA,"Female","Action Possible",0
"692",572,70,"5-6 group","C",NA,"Female","Action Impossible",0
"693",573,70,"5-6 group","C",NA,"Female","Action Impossible",0
"694",574,70,"5-6 group","C",NA,"Female","Action Possible",0
"695",575,70,"5-6 group","C",1,"Female","No Evidence",1
"696",576,70,"5-6 group","C",2,"Female","No Evidence",0
"697",577,70,"5-6 group","C",3,"Female","Strong Evidence",0
"698",578,70,"5-6 group","C",4,"Female","Strong Evidence",NA
"699",579,70,"5-6 group","C",5,"Female","Counter Evidence",0
"700",580,70,"5-6 group","C",6,"Female","Counter Evidence",1
"701",591,71,"5-6 group","B",NA,"Female","Action Possible",0
"702",592,71,"5-6 group","B",NA,"Female","Action Impossible",0
"703",593,71,"5-6 group","B",NA,"Female","Action Impossible",0
"704",594,71,"5-6 group","B",NA,"Female","Action Possible",0
"705",595,71,"5-6 group","B",1,"Female","No Evidence",1
"706",596,71,"5-6 group","B",2,"Female","No Evidence",1
"707",597,71,"5-6 group","B",3,"Female","Strong Evidence",0
"708",598,71,"5-6 group","B",4,"Female","Strong Evidence",0
"709",599,71,"5-6 group","B",5,"Female","Counter Evidence",NA
"710",600,71,"5-6 group","B",6,"Female","Counter Evidence",1
"711",681,72,"5-6 group","A",NA,"Male","Action Possible",1
"712",682,72,"5-6 group","A",NA,"Male","Action Impossible",0
"713",683,72,"5-6 group","A",NA,"Male","Action Impossible",0
"714",684,72,"5-6 group","A",NA,"Male","Action Possible",0
"715",685,72,"5-6 group","A",1,"Male","No Evidence",1
"716",686,72,"5-6 group","A",2,"Male","No Evidence",1
"717",687,72,"5-6 group","A",3,"Male","Strong Evidence",0
"718",688,72,"5-6 group","A",4,"Male","Strong Evidence",0
"719",689,72,"5-6 group","A",5,"Male","Counter Evidence",1
"720",690,72,"5-6 group","A",6,"Male","Counter Evidence",1
"721",491,73,"5-6 group","A",NA,"Female","Action Possible",1
"722",492,73,"5-6 group","A",NA,"Female","Action Impossible",0
"723",493,73,"5-6 group","A",NA,"Female","Action Impossible",0
"724",494,73,"5-6 group","A",NA,"Female","Action Possible",1
"725",495,73,"5-6 group","A",1,"Female","No Evidence",1
"726",496,73,"5-6 group","A",2,"Female","No Evidence",0
"727",497,73,"5-6 group","A",3,"Female","Strong Evidence",0
"728",498,73,"5-6 group","A",4,"Female","Strong Evidence",0
"729",499,73,"5-6 group","A",5,"Female","Counter Evidence",1
"730",500,73,"5-6 group","A",6,"Female","Counter Evidence",1
"731",541,74,"7-8 group","C",NA,"Female","Action Possible",1
"732",542,74,"7-8 group","C",NA,"Female","Action Impossible",0
"733",543,74,"7-8 group","C",NA,"Female","Action Impossible",0
"734",544,74,"7-8 group","C",NA,"Female","Action Possible",1
"735",545,74,"7-8 group","C",1,"Female","No Evidence",1
"736",546,74,"7-8 group","C",2,"Female","No Evidence",1
"737",547,74,"7-8 group","C",3,"Female","Strong Evidence",1
"738",548,74,"7-8 group","C",4,"Female","Strong Evidence",1
"739",549,74,"7-8 group","C",5,"Female","Counter Evidence",1
"740",550,74,"7-8 group","C",6,"Female","Counter Evidence",1
"741",751,75,"7-8 group","A",NA,"Female","Action Possible",1
"742",752,75,"7-8 group","A",NA,"Female","Action Impossible",0
"743",753,75,"7-8 group","A",NA,"Female","Action Impossible",0
"744",754,75,"7-8 group","A",NA,"Female","Action Possible",1
"745",755,75,"7-8 group","A",1,"Female","No Evidence",0
"746",756,75,"7-8 group","A",2,"Female","No Evidence",1
"747",757,75,"7-8 group","A",3,"Female","Strong Evidence",1
"748",758,75,"7-8 group","A",4,"Female","Strong Evidence",0
"749",759,75,"7-8 group","A",5,"Female","Counter Evidence",1
"750",760,75,"7-8 group","A",6,"Female","Counter Evidence",1
"751",121,76,"5-6 group","C",NA,"Female","Action Possible",1
"752",122,76,"5-6 group","C",NA,"Female","Action Impossible",0
"753",123,76,"5-6 group","C",NA,"Female","Action Impossible",0
"754",124,76,"5-6 group","C",NA,"Female","Action Possible",1
"755",125,76,"5-6 group","C",1,"Female","No Evidence",1
"756",126,76,"5-6 group","C",2,"Female","No Evidence",1
"757",127,76,"5-6 group","C",3,"Female","Strong Evidence",0
"758",128,76,"5-6 group","C",4,"Female","Strong Evidence",1
"759",129,76,"5-6 group","C",5,"Female","Counter Evidence",1
"760",130,76,"5-6 group","C",6,"Female","Counter Evidence",1
"761",381,77,"5-6 group","B",NA,"Female","Action Possible",1
"762",382,77,"5-6 group","B",NA,"Female","Action Impossible",0
"763",383,77,"5-6 group","B",NA,"Female","Action Impossible",0
"764",384,77,"5-6 group","B",NA,"Female","Action Possible",1
"765",385,77,"5-6 group","B",1,"Female","No Evidence",1
"766",386,77,"5-6 group","B",2,"Female","No Evidence",1
"767",387,77,"5-6 group","B",3,"Female","Strong Evidence",0
"768",388,77,"5-6 group","B",4,"Female","Strong Evidence",0
"769",389,77,"5-6 group","B",5,"Female","Counter Evidence",1
"770",390,77,"5-6 group","B",6,"Female","Counter Evidence",1
"771",781,78,"7-8 group","C",NA,"Female","Action Possible",1
"772",782,78,"7-8 group","C",NA,"Female","Action Impossible",0
"773",783,78,"7-8 group","C",NA,"Female","Action Impossible",0
"774",784,78,"7-8 group","C",NA,"Female","Action Possible",1
"775",785,78,"7-8 group","C",1,"Female","No Evidence",1
"776",786,78,"7-8 group","C",2,"Female","No Evidence",1
"777",787,78,"7-8 group","C",3,"Female","Strong Evidence",0
"778",788,78,"7-8 group","C",4,"Female","Strong Evidence",0
"779",789,78,"7-8 group","C",5,"Female","Counter Evidence",1
"780",790,78,"7-8 group","C",6,"Female","Counter Evidence",1
"781",771,79,"7-8 group","C",NA,"Male","Action Possible",1
"782",772,79,"7-8 group","C",NA,"Male","Action Impossible",0
"783",773,79,"7-8 group","C",NA,"Male","Action Impossible",0
"784",774,79,"7-8 group","C",NA,"Male","Action Possible",1
"785",775,79,"7-8 group","C",1,"Male","No Evidence",1
"786",776,79,"7-8 group","C",2,"Male","No Evidence",0
"787",777,79,"7-8 group","C",3,"Male","Strong Evidence",0
"788",778,79,"7-8 group","C",4,"Male","Strong Evidence",0
"789",779,79,"7-8 group","C",5,"Male","Counter Evidence",1
"790",780,79,"7-8 group","C",6,"Male","Counter Evidence",1
"791",111,80,"7-8 group","B",NA,"Female","Action Possible",1
"792",112,80,"7-8 group","B",NA,"Female","Action Impossible",0
"793",113,80,"7-8 group","B",NA,"Female","Action Impossible",0
"794",114,80,"7-8 group","B",NA,"Female","Action Possible",1
"795",115,80,"7-8 group","B",1,"Female","No Evidence",1
"796",116,80,"7-8 group","B",2,"Female","No Evidence",0
"797",117,80,"7-8 group","B",3,"Female","Strong Evidence",0
"798",118,80,"7-8 group","B",4,"Female","Strong Evidence",1
"799",119,80,"7-8 group","B",5,"Female","Counter Evidence",1
"800",120,80,"7-8 group","B",6,"Female","Counter Evidence",0
"801",801,81,"Adult","B",NA,"Male","Action Possible",1
"802",802,81,"Adult","B",NA,"Male","Action Impossible",0
"803",803,81,"Adult","B",NA,"Male","Action Impossible",0
"804",804,81,"Adult","B",NA,"Male","Action Possible",1
"805",805,81,"Adult","B",1,"Male","No Evidence",1
"806",806,81,"Adult","B",2,"Male","No Evidence",1
"807",807,81,"Adult","B",3,"Male","Strong Evidence",1
"808",808,81,"Adult","B",4,"Male","Strong Evidence",0
"809",809,81,"Adult","B",5,"Male","Counter Evidence",1
"810",810,81,"Adult","B",6,"Male","Counter Evidence",1
"811",811,82,"Adult","A",NA,"Male","Action Possible",0
"812",812,82,"Adult","A",NA,"Male","Action Impossible",0
"813",813,82,"Adult","A",NA,"Male","Action Impossible",0
"814",814,82,"Adult","A",NA,"Male","Action Possible",1
"815",815,82,"Adult","A",1,"Male","No Evidence",1
"816",816,82,"Adult","A",2,"Male","No Evidence",1
"817",817,82,"Adult","A",3,"Male","Strong Evidence",0
"818",818,82,"Adult","A",4,"Male","Strong Evidence",1
"819",819,82,"Adult","A",5,"Male","Counter Evidence",1
"820",820,82,"Adult","A",6,"Male","Counter Evidence",1
"821",821,83,"Adult","A",NA,"Male","Action Possible",1
"822",822,83,"Adult","A",NA,"Male","Action Impossible",0
"823",823,83,"Adult","A",NA,"Male","Action Impossible",0
"824",824,83,"Adult","A",NA,"Male","Action Possible",1
"825",825,83,"Adult","A",1,"Male","No Evidence",1
"826",826,83,"Adult","A",2,"Male","No Evidence",1
"827",827,83,"Adult","A",3,"Male","Strong Evidence",0
"828",828,83,"Adult","A",4,"Male","Strong Evidence",0
"829",829,83,"Adult","A",5,"Male","Counter Evidence",1
"830",830,83,"Adult","A",6,"Male","Counter Evidence",1
"831",831,84,"Adult","A",NA,"Male","Action Possible",1
"832",832,84,"Adult","A",NA,"Male","Action Impossible",0
"833",833,84,"Adult","A",NA,"Male","Action Impossible",0
"834",834,84,"Adult","A",NA,"Male","Action Possible",1
"835",835,84,"Adult","A",1,"Male","No Evidence",1
"836",836,84,"Adult","A",2,"Male","No Evidence",1
"837",837,84,"Adult","A",3,"Male","Strong Evidence",0
"838",838,84,"Adult","A",4,"Male","Strong Evidence",0
"839",839,84,"Adult","A",5,"Male","Counter Evidence",1
"840",840,84,"Adult","A",6,"Male","Counter Evidence",1
"841",851,85,"Adult","C",NA,"Male","Action Possible",1
"842",852,85,"Adult","C",NA,"Male","Action Impossible",0
"843",853,85,"Adult","C",NA,"Male","Action Impossible",0
"844",854,85,"Adult","C",NA,"Male","Action Possible",1
"845",855,85,"Adult","C",1,"Male","No Evidence",1
"846",856,85,"Adult","C",2,"Male","No Evidence",1
"847",857,85,"Adult","C",3,"Male","Strong Evidence",0
"848",858,85,"Adult","C",4,"Male","Strong Evidence",0
"849",859,85,"Adult","C",5,"Male","Counter Evidence",1
"850",860,85,"Adult","C",6,"Male","Counter Evidence",1
"851",861,86,"Adult","A",NA,"Male","Action Possible",1
"852",862,86,"Adult","A",NA,"Male","Action Impossible",0
"853",863,86,"Adult","A",NA,"Male","Action Impossible",0
"854",864,86,"Adult","A",NA,"Male","Action Possible",1
"855",865,86,"Adult","A",1,"Male","No Evidence",0
"856",866,86,"Adult","A",2,"Male","No Evidence",1
"857",867,86,"Adult","A",3,"Male","Strong Evidence",0
"858",868,86,"Adult","A",4,"Male","Strong Evidence",0
"859",869,86,"Adult","A",5,"Male","Counter Evidence",1
"860",870,86,"Adult","A",6,"Male","Counter Evidence",0
"861",871,87,"Adult","A",NA,"Male","Action Possible",1
"862",872,87,"Adult","A",NA,"Male","Action Impossible",0
"863",873,87,"Adult","A",NA,"Male","Action Impossible",0
"864",874,87,"Adult","A",NA,"Male","Action Possible",1
"865",875,87,"Adult","A",1,"Male","No Evidence",1
"866",876,87,"Adult","A",2,"Male","No Evidence",1
"867",877,87,"Adult","A",3,"Male","Strong Evidence",1
"868",878,87,"Adult","A",4,"Male","Strong Evidence",0
"869",879,87,"Adult","A",5,"Male","Counter Evidence",1
"870",880,87,"Adult","A",6,"Male","Counter Evidence",1
"871",841,88,"Adult","C",NA,"Male","Action Possible",1
"872",842,88,"Adult","C",NA,"Male","Action Impossible",0
"873",843,88,"Adult","C",NA,"Male","Action Impossible",0
"874",844,88,"Adult","C",NA,"Male","Action Possible",1
"875",845,88,"Adult","C",1,"Male","No Evidence",1
"876",846,88,"Adult","C",2,"Male","No Evidence",1
"877",847,88,"Adult","C",3,"Male","Strong Evidence",1
"878",848,88,"Adult","C",4,"Male","Strong Evidence",1
"879",849,88,"Adult","C",5,"Male","Counter Evidence",1
"880",850,88,"Adult","C",6,"Male","Counter Evidence",1
"881",881,89,"Adult","C",NA,"Male","Action Possible",1
"882",882,89,"Adult","C",NA,"Male","Action Impossible",0
"883",883,89,"Adult","C",NA,"Male","Action Impossible",0
"884",884,89,"Adult","C",NA,"Male","Action Possible",1
"885",885,89,"Adult","C",1,"Male","No Evidence",1
"886",886,89,"Adult","C",2,"Male","No Evidence",1
"887",887,89,"Adult","C",3,"Male","Strong Evidence",1
"888",888,89,"Adult","C",4,"Male","Strong Evidence",1
"889",889,89,"Adult","C",5,"Male","Counter Evidence",1
"890",890,89,"Adult","C",6,"Male","Counter Evidence",1
"891",891,90,"Adult","C",NA,"Male","Action Possible",1
"892",892,90,"Adult","C",NA,"Male","Action Impossible",1
"893",893,90,"Adult","C",NA,"Male","Action Impossible",0
